1	0	0
2	0	0
3	0	1
4	0	1
5	0	0
6	0	1
7	0	0
8	5	0
9	0	0
10	4.5	1
11	0	0
12	0	0
13	0	1
14	3.5	1
15	0	1
16	3	1
17	0	1
18	5	1
19	0	1
20	2.5	1
21	0	0
22	2.5	1
23	0	1
24	0	0
25	10	1
26	5	1
27	5	1
28	5	1
101	0	0
102	5	1
103	0	0
104	0	1
105	10	0
106	0	1
107	0	1
108	0	0
109	5	1
110	5	1
111	5	1
112	2.5	1
113	5	1
114	0	0
115	4	1
116	0	0
117	0	1
118	1	0
119	0	1
120	0	1
121	0	0
122	0	1
123	4	0
124	5	1
125	5	1
126	5	1
127	0	1
128	0	1
129	0	0
130	2.5	0
131	0	1
132	0	1
133	0	0
134	0	0
135	6	1
136	0	0
137	5	1
138	0	0
139	5	1
140	0	1
141	1	0
142	0	0
143	1	1
144	0	1
145	5	0
146	5	1
147	0	1
148	0	0
149	0	0
150	5	0
151	5	1
152	5	1
